RRN,Same as RRN,Male ID (parser),Scientific Name,Track Number,Start Time,BLANK,BLANK,Recordist ,BLANK,BLANK,BLANK,BLANK,Day,Month,Year,BLANK,BLANK,Country,State,County,BLANK,BLANK,City,Location,Latitude,Longitude,BLANK,#Song,# Males,#Females,Other species in the background,Notes,Parser's notes,Parser,Associated files
JS-20120503-1037-M3,,M283,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Palm Desert,72766 Beavertail St,33.716787,-116.395398,,5,,,,,Jackie encounters lots of problems recording birds on tracks 1035 - 1036,,
JS-20120503-1037-M4,,M284,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Palm Desert,72763 Beavertail St,33.716365,-116.395591,,2,,,,There was a feeder present where M4 was singing,,,
JS-20120503-1038-M5,,M285,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Palm Desert,72666 Hedgehog St,33.716103,-116.397033,,19,,,,near Chelsea Circle by Shadow Mountain Dr,,,
JS-20120503-1039-M6,,M286,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Palm Desert,72567 Hedgehog St,33.715614,-116.398768,,27,,,,"don’t use M5, use M6 instead",Great song resolution,,
JS-20120503-1041-M8,,M287,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Palm Desert,73710 Shadow Lake Dr,33.717344,-116.378721,,5,,,,,"recording error, Jackie didn't capture any songs for M7",,
JS-20120503-1041-M9,,M288,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Palm Desert,73710 Shadow Lake Dr,33.717344,-116.378721,,12,,,,near San Luis Rey Ave,,,
JS-20120503-1042-M9,JS-20120503-1041-M9,M288,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Palm Desert,73710 Shadow Lake Dr,33.717344,-116.378721,,20,,,,"close to M8, don’t use M8",,,
JS-20120503-1043-M9,JS-20120503-1041-M9,M288,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Palm Desert,73710 Shadow Lake Dr,33.717344,-116.378721,,11,,,,near San Luis Rey Ave,,,
JS-20120503-1044-M1,,M289,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Indio,80866 Columbia Ave,33.719753,-116.253772,,20,,,,,,,
JS-20120503-1045-M1,JS-20120503-1044-M1,M289,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Indio,80866 Columbia Ave,33.719753,-116.253772,,18,,,,near Villanova St,,,
JS-20120503-1047-M2,,M290,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Indio,Carreon Park,33.708527,-116.230093,,3,,,,"located in Caren Park, near Drive Caren Blvd",,,
JS-20120503-1049-M3,,M291,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Indio,Carreon Park,33.708527,-116.230093,,7,,,,"near Drive Caren Blvd, same branch as M2, pick between the two",,,
JS-20120503-1051-M4,,M292,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,3,May,2012,,,United States of America,California,Riverside County,,,Indio,83791 Date Ave,33.710746,-116.204899,,2,,,,"Martha's Village & Kitchen, very windy","low quality, doesn't seem to contain any songs",,
JS-20120504-1001-MX,,M293,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,San Bernardino County,,,Redlands,1675 Industrial Park Ave,34.065999,-117.212703,,3,,,,Good Night Inn,,,
JS-20120504-1002-MX,JS-20120504-1001-MX,M293,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,San Bernardino County,,,Redlands,1675 Industrial Park Ave,34.065999,-117.212703,,23,,,,"Good Night Inn, Dark outside, couldn't see the finch",Jackie didn't seem to give this bird a name,,
JS-20120504-1003-M1,,M294,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,N Vernon Ave & W 2nd St,34.124471,-117.916323,,2,,,,,,,
JS-20120504-1003-M2,,M295,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,728 W Duell St,34.122679,-117.915356,,4,,,,"near N Vernon Ave, lots of echoes",,,
JS-20120504-1004-M3,,M296,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,145 N Orange Ave,34.12331,-117.913868,,2,,,,near W Duell St,,,
JS-20120504-1004-M4,,M297,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,436 S Vernon Ave,34.115111,-117.91594,,6,,,,near W Gladstone St,,,
JS-20120504-1004-M5,,M298,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,E Payson St & N Gareloch Ave,34.11286,-117.918838,,3,,,,three long songs; across the st from Valley Dale Park,,,
JS-20120504-1006-M6,,M299,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,156 Jackson Ave,34.11995,-117.920602,,2,,,,near Jerez St,,,
JS-20120504-1006-M7,,M300,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,155 Torreon Ave,34.119916,-117.920179,,1,,,,,,,
JS-20120504-1006-M8,,M301,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,990 Jerez Ave,34.119608,-117.920472,,2,,,,"near Jackson Ave, M6, M7, M8 all recorded within 160 meters of each other",,,
JS-20120504-1007-M9,,M302,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,166 Aspan Ave,34.119905,-117.919184,,14,,,,"near Jerez St, another male singing in the background; best sample out of M6, M7, M8",,,
JS-20120504-1008-M10,,M303,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,992 Momax Ave,34.119051,-117.920483,,13,,,,"near Jackson Ave, check for 160 meters from previous recordings",,,
JS-20120504-1009-M11,,M304,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,975 W 1st St,34.122016,-117.920182,,25,,,,,,,
JS-20120504-1010-M11,JS-20120504-1009-M11,M304,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,975 W 1st St,34.122016,-117.920182,,13,,,,"and N Aspan Ave, Zacatecas Park",,,
JS-20120504-1010-M12,,M305,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,S Virginia Ave & Solem Ave,34.118632,-117.918543,,5,,,,,,,
JS-20120504-1011-M12,JS-20120504-1010-M12,M305,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,S Virginia Ave & Solem Ave,34.118632,-117.918543,,22,,,,"moved between 3 different houses - 225, 221, 217",,,
JS-20120504-1012-M13,,M306,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,538 N Sunset Ave,34.131255,-117.910988,,10,,,,"near W Sixth St, The Christian Evangelical Church",,,
JS-20120504-1014-M14,,M307,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,608 N Soldano Ave,34.132076,-117.903331,,26,,,,,,,
JS-20120504-1015-M14,JS-20120504-1014-M14,M307,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,608 N Soldano Ave,34.132076,-117.903331,,7,,,,"near 6th St, background male present, good sample","bad recording, lots of background noise and weak song resolution",,
JS-20120504-1015-M15,,M308,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,538 E 9th St,34.137075,-117.901558,,2,,,,Azuza Pacific University,,,
JS-20120504-1016-M16,JS-20120504-1015-M15,M308,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,538 E 9th St,34.137075,-117.901558,,6,,,,probably the same as M15; female nearby with nesting material,,,
JS-20120504-1016-M17,JS-20120504-1015-M15,M308,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,538 E 9th St,34.137075,-117.901558,,6,,,,positive that this is the same bird as M15 and M16,,,
JS-20120504-1017-M18,JS-20120504-1015-M15,M308,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,538 E 9th St,34.137075,-117.901558,,1,,,,"positive that this is the same bird as M15, M16 and M17",,,
JS-20120504-1017-M19,JS-20120504-1015-M15,M308,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,538 E 9th St,34.137075,-117.901558,,1,,,,positive it’s the same as M15-M19,,,
JS-20120504-1017-M20,,M309,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,531 E 9th St,34.137361,-117.901789,,11,,,,,,,
JS-20120504-1018-M20,JS-20120504-1017-M20,M309,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Azusa,531 E 9th St,34.137361,-117.901789,,26,,,,"N Pasadena Ave, Azuza Pacific University",,,
JS-20120504-1020-M1,,M310,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",263 San Fidel Ave,34.050191,-118.004834,,3,,,,"near Proctor St, most of the time facing away from the microphone",bad sample,,
JS-20120504-1021-M2,,M311,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",13018 Proctor St,34.049481,-118.004376,,3,,,,near San Fidel Ave,,,
JS-20120504-1021-M3,,M312,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",13018 Proctor St,34.049481,-118.004376,,2,,,,could be the same as M2,,,
JS-20120504-1021-M4,,M313,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",13018 Proctor St,34.049481,-118.004376,,7,,,,,,,
JS-20120504-1022-M4,JS-20120504-1021-M4,M313,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",13018 Proctor St,34.049481,-118.004376,,7,,,,same as M3?,Might've misnamed M3 as M4,,
JS-20120504-1023-M5,,M314,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",455 S Rall Ave,34.047253,-118.007118,,8,,,,"near Obar Dr, next to 502 Obar Dr",,,
JS-20120504-1025-M6,,M315,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",358 San Angelo Ave,34.047223,-118.003636,,9,,,,,,,
JS-20120504-1025-M7,,M316,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",13003 E Arillo St,34.052472,-118.002675,,8,,,,near San Fidel Ave,,,
JS-20120504-1026-M7,JS-20120504-1025-M7,M316,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",13003 E Arillo St,34.052472,-118.002675,,11,,,,near San Fidel Ave,,,
JS-20120504-1026-M8,,M317,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",255 San Fidel Ave,34.050295,-118.004995,,15,,,,near Proctor St,,,
JS-20120504-1029-M9,,M318,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",13268 Alanwood Rd,34.043158,-118.003411,,10,,,,near Basetdale Ave,,,
JS-20120504-1029-M10,,M319,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",810 Basetdale Ave,34.041258,-118.007571,,2,,,,,,,
JS-20120504-1030-M12,,M320,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",826 Basidale Ave,34.036122,-117.991176,,2,,,,might be the same as M10 or M11,No songs from M11,,
JS-20120504-1030-M13,,M321,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",818 Basetdale Ave,34.041182,-118.007793,,3,,,,"next to M10, M11 or M12, could all be the same",,,
JS-20120504-1031-M14,,M322,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",Basetdale Ave & Vinemead Dr,34.040548,-118.009063,,4,,,,,,,
JS-20120504-1031-M15,,M323,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",Basetdale Ave & Vinemead Dr,34.040548,-118.009063,,1,,,,different than M14,,,
JS-20120504-1033-M16,,M324,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,"La Puenta, Avocado Heights",1432 Grossmont Dr,34.03528,-118.01332,,13,,,,near Fairplain Ave,,,
JS-20120504-1034-M1,,M325,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Santa Fe Springs,10205 Flallon Ave,33.944213,-118.085645,,6,,,,near Joslin St,,,
JS-20120504-1034-M2,,M326,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Santa Fe Springs,10232 Flallon Ave,33.943483,-118.085131,,3,,,,less than 160 m from M1,,,
JS-20120504-1036-M3,,M327,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Santa Fe Springs,11402 Clarkman St,33.938701,-118.090169,,1,,,,"near Orr and Day Rd, corner of a park; near Santa Fe High School",,,
JS-20120504-1037-M4,,M328,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Santa Fe Springs,10211 Pioneer Blvd,33.943975,-118.08375,,6,,,,Clark Estates,,,
JS-20120504-1037-M5,,M329,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Santa Fe Springs,10211 Pioneer Blvd,33.943975,-118.08375,,3,,,,in the parking lot,,,
JS-20120504-1038-M5,JS-20120504-1037-M5,M329,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Santa Fe Springs,10211 Pioneer Blvd,33.943975,-118.08375,,2,,,,"in the parking lot, Clark Estates",,,
JS-20120504-1038-M6,,M330,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Santa Fe Springs,Flallon Ave & Joslin St,33.944362,-118.085388,,5,,,,"Flew to Alburtis Ave and Dunning St, unsure if the mic was picking up a male or female singing… could be either",address retrieved from Jackie's notebook,,
JS-20120504-1040-M7,,M331,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Norwalk,11528 Cecilia St,33.931826,-118.087803,,2,,,,near Roseton Ave,address retrieved from Jackie's notebook,,
JS-20120504-1041-M8,,M332,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Norwalk,12145 Tina St,33.926116,-118.073408,,22,,,,near Norwalk Blvd,one or two questionable parsings,,
JS-20120504-1041-M9,,M333,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Norwalk,12132 Tina St,33.925618,-118.07373,,5,,,,"near Norwalk Blvd, could be the same as M8",,,
JS-20120504-1042-M9,JS-20120504-1041-M9,M333,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,4,May,2012,,,United States of America,California,Los Angeles County,,,Norwalk,12132 Tina St,33.925618,-118.07373,,38,,,,"near Norwalk Blvd, choose M9 over M8","M8 and M9 were hard to parse - songs were long and echoed, with background birds present",,
JS-20120505-1001-M1,,M334,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,5,May,2012,,,United States of America,California,Los Angeles County,,,"West Hollywood, Los Angeles",1346 N Sycamore Ave,34.095727,-118.34246,,7,,,,,,,
JS-20120505-1001-M2,,M335,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,5,May,2012,,,United States of America,California,Los Angeles County,,,"West Hollywood, Los Angeles",1346 N Sycamore Ave,34.095727,-118.34246,,2,,,,"Could be the same as M1, courted a female",,,
JS-20120505-1001-M3,,M336,Carpodacus mexicanus,,,,,"Song, Jackie",,,,,5,May,2012,,,United States of America,California,Los Angeles County,,,"West Hollywood, Los Angeles",1344 N Sycamore Ave,34.095658,-118.342807,,7,,,,Plane and car drowned out the recording,specific address not found,,
